company_id,txn_id,date,amount,description,counterparty,predicted_account,approved_account,confidence,review_outcome
sim_cincy_web,txn_sim_cincy_web_aba67fff25d640d9,2024-11-01,-486.61,Microsoft 365 ****2503,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_8dcc0359d9884c96,2024-11-01,-127.19,Slack ****7878,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_c6bb71ddec874c09,2024-11-01,-1665.25,Google Ads ****2391,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_58b6b3a1dc5c40d4,2024-11-05,6995.06,Square Payment,Square,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_e9a95e3cdc454b8f,2024-11-05,2149.31,Check Payment,Check,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_5138fdd66af3423d,2024-11-08,-462.55,LinkedIn Sales Nav ****6129,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_bab7644bbd4e4a3b,2024-11-09,-200.15,AWS ****5703,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_a119383355794365,2024-11-09,-74.16,LinkedIn Sales Nav ****6626,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_6424323af0b94fb5,2024-11-10,6470.71,Square Payment,Square,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_1356b5568bc0477f,2024-11-10,-235.05,LinkedIn Sales Nav ****5961,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_aa7c9fb4f3954c67,2024-11-10,-435.52,Microsoft 365 ****2479,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0cd73fc2c3dc40f5,2024-11-12,6302.07,Stripe Payment,Stripe,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_a8dd370d527e4769,2024-11-13,-475.12,Staples ****8538,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_74b1b5e0ce1d4786,2024-11-13,-97.61,Zoom ****2234,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_c34bcc32833f4d56,2024-11-13,-323.28,Staples ****8601,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_420e605d74b14782,2024-11-14,10173.50,PayPal Payment,PayPal,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_07b39faeda6d4cab,2024-11-15,-94.56,Digital Ocean ****4232,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_1c86cd26f3f34282,2024-11-17,5781.22,Square Payment,Square,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_285128efafa54308,2024-11-17,-217.39,Digital Ocean ****6321,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_6592fcbc22844c90,2024-11-18,-104.86,Staples ****9363,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_2a32e2b4ba4246fa,2024-11-18,-250.92,Zoom ****3471,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0c1d7436272a41b2,2024-11-21,-75.28,FedEx ****8138,FedEx,6600 Shipping & Freight,6600 Shipping & Freight,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_23e222aa0b7e4ce8,2024-11-22,-296.54,Staples ****4084,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_3ecdadc225424cec,2024-11-23,9970.14,Stripe Payment,Stripe,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_d3f461f3ee10430c,2024-11-24,8087.24,PayPal Payment,PayPal,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_dbc4adc8f8a84f57,2024-11-24,-172.44,Digital Ocean ****8404,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_566616e407b040d4,2024-11-26,-1360.10,Facebook Ads ****7843,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_8eb48f406c79436b,2024-11-26,-1285.94,Facebook Ads ****7484,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_974745ce81a74b3b,2024-11-26,-478.26,Slack ****1672,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_354e1cd03f574913,2024-11-27,-265.86,Zoom ****8581,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_d1fa29da9b5c4949,2024-11-28,-277.04,Digital Ocean ****4176,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_1b21fb56017f4cde,2024-11-29,-330.42,Zoom ****6295,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0b51371aa394450e,2024-11-30,-264.66,Digital Ocean ****3827,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_88c89c9561cd4b4d,2024-12-02,-1026.65,Google Ads ****3419,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_25fbe66389b54a12,2024-12-02,-385.94,Zoom ****8354,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_ebb59644d2404eae,2024-12-03,-305.92,Figma ****6766,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_d5b120d0f3494c7e,2024-12-04,-461.89,Amazon Business ****2443,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_2888f42225e94f60,2024-12-05,-379.26,Figma ****4630,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_7e35c9647a314838,2024-12-05,-175.17,Microsoft 365 ****8205,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_9ad5a9b5a7c24f60,2024-12-09,-184.96,Microsoft 365 ****3147,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_22f16cbf51aa417e,2024-12-10,-641.76,Google Ads ****7333,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_7ded105aab994ce7,2024-12-10,-343.47,Microsoft 365 ****9331,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_02f35413a12c419c,2024-12-10,-426.10,Figma ****2657,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_d11b673d1c96468e,2024-12-12,-361.70,Zoom ****2388,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_5ffc3eb84ccc4132,2024-12-14,-1921.50,Google Ads ****8967,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_b5455ed04ae144c3,2024-12-14,-499.99,Adobe Creative Cloud ****3538,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_4be1929db2a046bf,2024-12-15,28728.65,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_a00834d635764bdb,2024-12-15,-138.61,Slack ****8684,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_0ceb03eb2a1748d9,2024-12-17,-368.77,Figma ****3463,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_b19efef49d674bab,2024-12-17,-203.92,Slack ****6381,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_d0067ba6a0da4213,2024-12-18,-301.80,Digital Ocean ****3317,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_1939bf2fd8014b79,2024-12-19,-209.02,Figma ****6543,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_68d07b81b8014466,2024-12-19,-484.66,Figma ****7421,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_138e500d7f36450d,2024-12-19,-197.23,AWS ****3953,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_db01e062335e432b,2024-12-22,-158.84,Staples ****7256,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_216f926ae3104d6e,2024-12-24,23182.44,Stripe Payment,Stripe,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_1a750d7ad0be4070,2024-12-24,-281.39,Staples ****9626,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_3bd0ffdf140d4a04,2024-12-24,-223.86,Slack ****3655,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_b9028049fe7347cd,2024-12-27,-731.38,Facebook Ads ****3962,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_038cf5be747540e1,2024-12-27,-382.39,Figma ****8355,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_4f031e45ac9d485d,2024-12-29,-49.87,Zoom ****6482,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_11ff17113d8c4bb7,2024-12-29,-137.83,Amazon Business ****8277,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_179a2ac11d0c4bcc,2024-12-31,-45.75,LinkedIn Sales Nav ****6968,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_f865a16d2f4e416c,2025-01-03,-343.31,GitHub ****9624,GitHub,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0a2857bd6f1b4e9c,2025-01-03,-391.27,Amazon Business ****3712,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_72bdfef041564254,2025-01-03,-199.72,Adobe Creative Cloud ****8218,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0ee9f42e026d42a0,2025-01-03,-405.60,Adobe Creative Cloud ****3267,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_45f09e914a5d458a,2025-01-07,-127.44,Figma ****3449,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_3ce2f025a4e34afa,2025-01-08,8911.79,PayPal Payment,PayPal,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_a223bf5e8f9a4b56,2025-01-08,-208.77,Microsoft 365 ****7116,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_33e5b373435e4130,2025-01-08,-120.76,Figma ****4268,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_0c04404bf5bd417c,2025-01-08,-1900.06,Google Ads ****9444,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_23a064acb8b847af,2025-01-09,11964.13,Stripe Payment,Stripe,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_77c5071bfd364fed,2025-01-09,-422.43,Digital Ocean ****9189,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_5cac149b8bb94e65,2025-01-09,-393.69,Amazon Business ****8498,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_7b03e636db9e4d91,2025-01-10,-161.85,Staples ****5934,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_7418eaf404654bb2,2025-01-10,-138.26,AWS ****8489,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_3b7e4af810984cdc,2025-01-11,-161.27,AWS ****8740,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_b8cad8fb3a714065,2025-01-11,-192.34,AWS ****6546,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_4d64d94470004d55,2025-01-15,-32.72,Amazon Business ****2106,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_d72fe68f7cf349b5,2025-01-18,-222.08,AWS ****7495,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_1fce62089d7d4a4d,2025-01-18,-38.39,Adobe Creative Cloud ****2623,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_ecc85959a9f44b84,2025-01-18,-373.15,Adobe Creative Cloud ****2698,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_427a80167a99412a,2025-01-20,-317.03,AWS ****4941,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_e666522c48684f92,2025-01-21,-27.49,Zoom ****2298,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_e9015e9550f7461e,2025-01-23,3973.49,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_a1c044e6e9ed419d,2025-01-23,-853.67,Google Ads ****2337,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_3cae8f5501c64999,2025-01-23,-601.52,Google Ads ****9618,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_f1be41e99c0c4b33,2025-01-24,11842.94,Check Payment,Check,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_492fef0f72d04ce2,2025-01-24,-314.22,Amazon Business ****7934,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_a06ecda8670b4e8d,2025-01-24,-398.55,Slack ****9316,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_79f7c6cfe10e463b,2025-01-24,-210.47,AWS ****8702,AWS,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_c6150b2f5add4ff0,2025-01-25,-366.31,Adobe Creative Cloud ****5772,Adobe Creative Cloud,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_1f52dfa3ed424f5e,2025-01-25,-780.97,Facebook Ads ****2402,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_df1f9bcfbf6f4b03,2025-01-26,-32.81,Slack ****9443,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_a37c70958ae7467b,2025-01-29,-90.93,FedEx ****8685,FedEx,6600 Shipping & Freight,6600 Shipping & Freight,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_c369740ab7df48f4,2025-01-29,-325.07,LinkedIn Sales Nav ****3209,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_dcb5cc4d3e6049b5,2025-01-31,4103.12,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_2e3f6100090e4651,2025-01-31,-374.21,Zoom ****6447,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_54a9a18f997b48d0,2025-02-02,-333.73,Amazon Business ****3392,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_bbf56ee90c284844,2025-02-02,-108.17,Microsoft 365 ****8612,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_38624558c13a4142,2025-02-03,3746.78,Square Payment,Square,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_bc68de461bee47cf,2025-02-06,-428.12,GitHub ****8179,GitHub,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_81673d0d49f14c2c,2025-02-07,7524.68,Stripe Payment,Stripe,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_e8bb013e45ee42bf,2025-02-07,-56.94,GitHub ****7001,GitHub,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_35049f14daf3461c,2025-02-08,-327.82,Microsoft 365 ****6952,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_b311b7ad33264216,2025-02-08,-348.92,Staples ****6236,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_1a0e2a3bec4849e6,2025-02-09,7870.07,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_defa98bc2f33485b,2025-02-12,-160.65,Zoom ****9047,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_7c448e12728e4e4c,2025-02-12,-89.47,Digital Ocean ****2213,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_71196c5862254596,2025-02-13,-37.31,Digital Ocean ****4048,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_82c1a8b4c7c44532,2025-02-14,-148.64,Staples ****8311,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_73c110bbb45c4c6c,2025-02-15,4552.31,Square Payment,Square,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_651c77086b224e56,2025-02-16,9177.93,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_ae4bd22b2330498f,2025-02-16,-165.43,Microsoft 365 ****8305,Microsoft 365,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_b99c366b2aeb41e3,2025-02-17,-45.12,LinkedIn Sales Nav ****6776,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_7515a39497a24d81,2025-02-17,-1924.20,Facebook Ads ****1530,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_3ab06f24da2e49a1,2025-02-17,-387.47,LinkedIn Sales Nav ****3255,LinkedIn Sales Nav,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_dff9f7913ce8422e,2025-02-18,7449.81,Wire Transfer Payment,Wire Transfer,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_00c6e64c8d3a463a,2025-02-19,-497.67,Zoom ****3956,Zoom,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_a774d02a83bd4a33,2025-02-20,-451.87,GitHub ****8292,GitHub,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_bf953bdfce4d45d3,2025-02-21,-208.82,Slack ****2929,Slack,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_058125f3808e4a29,2025-02-22,-381.20,Staples ****3621,Staples,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_0939fc7f65df4f64,2025-02-22,-1097.05,Google Ads ****5566,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_fa054f89362d4b5d,2025-02-23,-177.58,Figma ****2311,Figma,6100 Office Supplies,6100 Office Supplies,0.7000,proposed
sim_cincy_web,txn_sim_cincy_web_1fab5cf2dce54875,2025-02-25,-227.41,Amazon Business ****8272,Amazon Business,6100 Office Supplies,6100 Office Supplies,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_f62d8cbb43c740a3,2025-02-25,-911.83,Facebook Ads ****1939,Facebook Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_45dc7e94ba9e4361,2025-02-25,-347.55,GitHub ****7077,GitHub,6300 Software Subscriptions,6300 Software Subscriptions,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_2ba596afcdac4e0f,2025-02-27,-1564.31,Google Ads ****9882,Google Ads,7000 Advertising,7000 Advertising,0.9500,approved
sim_cincy_web,txn_sim_cincy_web_49e44cae40ae4834,2025-02-28,5606.43,Check Payment,Check,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_d3904e473d18407a,2025-03-03,-370.36,Digital Ocean ****2293,Digital Ocean,6300 Software Subscriptions,6300 Software Subscriptions,0.9200,approved
sim_cincy_web,txn_sim_cincy_web_32dc5b89e5454488,2025-03-04,5947.73,PayPal Payment,PayPal,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
sim_cincy_web,txn_sim_cincy_web_408194c78a8b438f,2025-03-05,6792.99,PayPal Payment,PayPal,8000 Sales Revenue,8000 Sales Revenue,0.8800,approved
